15-2-3 20:39:55.9|Info|Bootstrap|Starting NzbDrone - /usr/lib/sonarr/NzbDrone.exe - Version 2.0.0.2722
15-2-3 20:39:58.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (24, '2015-02-04T02:39:58', 'drop_tvdb_episodeid')
15-2-3 20:39:58.0|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.0|Debug|MigrationLogger|24: drop_tvdb_episodeid migrated
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0235240
15-2-3 20:39:58.0|Info|MigrationLogger|*** 25: move_notification_to_generic_provider migrating ***
15-2-3 20:39:58.0|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.0|Info|move_notification_to_generic_provider|Starting migration  to 25
15-2-3 20:39:58.0|Debug|MigrationLogger|AlterTable Notifications
15-2-3 20:39:58.0|Debug|MigrationLogger|
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0001730
15-2-3 20:39:58.0|Debug|MigrationLogger|CreateColumn Notifications ConfigContract String
15-2-3 20:39:58.0|Debug|MigrationLogger|ALTER TABLE "Notifications" ADD COLUMN "ConfigContract" TEXT
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004890
15-2-3 20:39:58.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (25, '2015-02-04T02:39:58', 'move_notification_to_generic_provider')
15-2-3 20:39:58.0|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.0|Debug|MigrationLogger|25: move_notification_to_generic_provider migrated
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0153800
15-2-3 20:39:58.0|Info|MigrationLogger|*** 26: add_config_contract_to_notifications migrating ***
15-2-3 20:39:58.0|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.0|Info|add_config_contract_to_notifications|Starting migration  to 26
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'EmailSettings' WHERE "Implementation" = 'Email'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004540
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'GrowlSettings' WHERE "Implementation" = 'Growl'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004640
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'NotifyMyAndroidSettings' WHERE "Implementation" = 'NotifyMyAndroid'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004870
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'PlexClientSettings' WHERE "Implementation" = 'PlexClient'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004720
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'PlexServerSettings' WHERE "Implementation" = 'PlexServer'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004570
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'ProwlSettings' WHERE "Implementation" = 'Prowl'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004660
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'PushBulletSettings' WHERE "Implementation" = 'PushBullet'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004630
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'PushoverSettings' WHERE "Implementation" = 'Pushover'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004640
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Notifications" SET "ConfigContract" = 'XbmcSettings' WHERE "Implementation" = 'Xbmc'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004300
15-2-3 20:39:58.0|Debug|MigrationLogger|FluentMigrator.Expressions.DeleteDataExpression
15-2-3 20:39:58.0|Debug|MigrationLogger|DELETE FROM "Notifications" WHERE "ConfigContract" IS NULL
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0003570
15-2-3 20:39:58.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (26, '2015-02-04T02:39:58', 'add_config_contract_to_notifications')
15-2-3 20:39:58.0|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.0|Debug|MigrationLogger|26: add_config_contract_to_notifications migrated
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0144600
15-2-3 20:39:58.0|Info|MigrationLogger|*** 27: fix_omgwtfnzbs migrating ***
15-2-3 20:39:58.0|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.0|Info|fix_omgwtfnzbs|Starting migration  to 27
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Indexers" SET "ConfigContract" = 'OmgwtfnzbsSettings' WHERE "Implementation" = 'Omgwtfnzbs'
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004720
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Indexers" SET "Settings" = '{}' WHERE "Implementation" = 'Omgwtfnzbs' AND "Settings" IS NULL
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004700
15-2-3 20:39:58.0|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:58.0|Debug|MigrationLogger|UPDATE "Indexers" SET "Settings" = '{}' WHERE "Implementation" = 'Omgwtfnzbs' AND "Settings" = ''
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0004430
15-2-3 20:39:58.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (27, '2015-02-04T02:39:58', 'fix_omgwtfnzbs')
15-2-3 20:39:58.0|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.0|Debug|MigrationLogger|27: fix_omgwtfnzbs migrated
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0096760
15-2-3 20:39:58.0|Info|MigrationLogger|*** 28: add_blacklist_table migrating ***
15-2-3 20:39:58.0|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.0|Info|add_blacklist_table|Starting migration  to 28
15-2-3 20:39:58.0|Debug|MigrationLogger|CreateTable Blacklist
15-2-3 20:39:58.0|Debug|MigrationLogger|CREATE TABLE "Blacklist" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "SeriesId" INTEGER NOT NULL, "EpisodeIds" TEXT NOT NULL, "SourceTitle" TEXT NOT NULL, "Quality" TEXT NOT NULL, "Date" DATETIME NOT NULL)
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0008520
15-2-3 20:39:58.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (28, '2015-02-04T02:39:58', 'add_blacklist_table')
15-2-3 20:39:58.0|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.0|Debug|MigrationLogger|28: add_blacklist_table migrated
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0119730
15-2-3 20:39:58.1|Info|MigrationLogger|*** 29: add_formats_to_naming_config migrating ***
15-2-3 20:39:58.1|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.1|Info|add_formats_to_naming_config|Starting migration  to 29
15-2-3 20:39:58.1|Debug|MigrationLogger|AlterTable NamingConfig
15-2-3 20:39:58.1|Debug|MigrationLogger|
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0001990
15-2-3 20:39:58.1|Debug|MigrationLogger|CreateColumn NamingConfig StandardEpisodeFormat String
15-2-3 20:39:58.1|Debug|MigrationLogger|ALTER TABLE "NamingConfig" ADD COLUMN "StandardEpisodeFormat" TEXT
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0005150
15-2-3 20:39:58.1|Debug|MigrationLogger|AlterTable NamingConfig
15-2-3 20:39:58.1|Debug|MigrationLogger|
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0001700
15-2-3 20:39:58.1|Debug|MigrationLogger|CreateColumn NamingConfig DailyEpisodeFormat String
15-2-3 20:39:58.1|Debug|MigrationLogger|ALTER TABLE "NamingConfig" ADD COLUMN "DailyEpisodeFormat" TEXT
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0004900
15-2-3 20:39:58.1|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.1|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0033440
15-2-3 20:39:58.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (29, '2015-02-04T02:39:58', 'add_formats_to_naming_config')
15-2-3 20:39:58.1|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.1|Debug|MigrationLogger|29: add_formats_to_naming_config migrated
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0119980
15-2-3 20:39:58.1|Info|MigrationLogger|*** 30: add_season_folder_format_to_naming_config migrating ***
15-2-3 20:39:58.1|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.1|Info|add_season_folder_format_to_naming_config|Starting migration  to 30
15-2-3 20:39:58.1|Debug|MigrationLogger|AlterTable NamingConfig
15-2-3 20:39:58.1|Debug|MigrationLogger|
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0001730
15-2-3 20:39:58.1|Debug|MigrationLogger|CreateColumn NamingConfig SeasonFolderFormat String
15-2-3 20:39:58.1|Debug|MigrationLogger|ALTER TABLE "NamingConfig" ADD COLUMN "SeasonFolderFormat" TEXT
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0005060
15-2-3 20:39:58.1|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.1|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0005750
15-2-3 20:39:58.1|Debug|MigrationLogger|ExecuteSqlStatement DELETE FROM Config WHERE [Key] = 'seasonfolderformat'
15-2-3 20:39:58.1|Debug|MigrationLogger|DELETE FROM Config WHERE [Key] = 'seasonfolderformat'
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0003090
15-2-3 20:39:58.1|Debug|MigrationLogger|ExecuteSqlStatement DELETE FROM Config WHERE [Key] = 'useseasonfolder'
15-2-3 20:39:58.1|Debug|MigrationLogger|DELETE FROM Config WHERE [Key] = 'useseasonfolder'
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0003130
15-2-3 20:39:58.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (30, '2015-02-04T02:39:58', 'add_season_folder_format_to_naming_config')
15-2-3 20:39:58.1|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.1|Debug|MigrationLogger|30: add_season_folder_format_to_naming_config migrated
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0095570
15-2-3 20:39:58.1|Info|MigrationLogger|*** 31: delete_old_naming_config_columns migrating ***
15-2-3 20:39:58.1|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.1|Info|delete_old_naming_config_columns|Starting migration  to 31
15-2-3 20:39:58.1|Debug|MigrationLogger|DeleteColumn NamingConfig Separator, NumberStyle, IncludeSeriesTitle, IncludeEpisodeTitle, IncludeQuality, ReplaceSpaces
15-2-3 20:39:58.1|Debug|MigrationLogger|CREATE TABLE "NamingConfig_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "MultiEpisodeStyle" INTEGER NOT NULL, "RenameEpisodes" INTEGER, "StandardEpisodeFormat" TEXT, "DailyEpisodeFormat" TEXT, "SeasonFolderFormat" TEXT)
15-2-3 20:39:58.1|Debug|MigrationLogger|INSERT INTO "NamingConfig_temp" SELECT "Id", "MultiEpisodeStyle", "RenameEpisodes", "StandardEpisodeFormat", "DailyEpisodeFormat", "SeasonFolderFormat" FROM "NamingConfig"
15-2-3 20:39:58.1|Debug|MigrationLogger|DROP TABLE "NamingConfig"
15-2-3 20:39:58.1|Debug|MigrationLogger|ALTER TABLE "NamingConfig_temp" RENAME TO "NamingConfig"
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0123080
15-2-3 20:39:58.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (31, '2015-02-04T02:39:58', 'delete_old_naming_config_columns')
15-2-3 20:39:58.1|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.1|Debug|MigrationLogger|31: delete_old_naming_config_columns migrated
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0174770
15-2-3 20:39:58.1|Info|MigrationLogger|*** 32: set_default_release_group migrating ***
15-2-3 20:39:58.1|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.1|Info|set_default_release_group|Starting migration  to 32
15-2-3 20:39:58.1|Debug|MigrationLogger|ExecuteSqlStatement UPDATE EpisodeFiles SET ReleaseGroup = 'DRONE' WHERE ReleaseGroup IS NULL
15-2-3 20:39:58.1|Debug|MigrationLogger|UPDATE EpisodeFiles SET ReleaseGroup = 'DRONE' WHERE ReleaseGroup IS NULL
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0003660
15-2-3 20:39:58.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (32, '2015-02-04T02:39:58', 'set_default_release_group')
15-2-3 20:39:58.1|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.1|Debug|MigrationLogger|32: set_default_release_group migrated
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0091620
15-2-3 20:39:58.1|Info|MigrationLogger|*** 33: add_api_key_to_pushover migrating ***
15-2-3 20:39:58.1|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.1|Info|add_api_key_to_pushover|Starting migration  to 33
15-2-3 20:39:58.1|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.1|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0006140
15-2-3 20:39:58.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (33, '2015-02-04T02:39:58', 'add_api_key_to_pushover')
15-2-3 20:39:58.1|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.1|Debug|MigrationLogger|33: add_api_key_to_pushover migrated
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0148460
15-2-3 20:39:58.1|Info|MigrationLogger|*** 34: remove_series_contraints migrating ***
15-2-3 20:39:58.1|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.1|Info|remove_series_contraints|Starting migration  to 34
15-2-3 20:39:58.1|Debug|MigrationLogger|AlterTable Series
15-2-3 20:39:58.1|Debug|MigrationLogger|
15-2-3 20:39:58.1|Debug|MigrationLogger|Took: 00:00:00.0001890
15-2-3 20:39:58.1|Debug|MigrationLogger|AlterColumn Series ImdbId String
15-2-3 20:39:58.2|Debug|MigrationLogger|CREATE TABLE "Series_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "TvdbId" INTEGER NOT NULL, "TvRageId" INTEGER NOT NULL, "ImdbId" TEXT, "Title" TEXT NOT NULL, "TitleSlug" TEXT NOT NULL, "CleanTitle" TEXT NOT NULL, "Status" INTEGER NOT NULL, "Overview" TEXT, "AirTime" TEXT, "Images" TEXT NOT NULL, "Path" TEXT NOT NULL, "Monitored" INTEGER NOT NULL, "QualityProfileId" INTEGER NOT NULL, "SeasonFolder" INTEGER NOT NULL, "LastInfoSync" DATETIME, "LastDiskSync" DATETIME, "Runtime" INTEGER NOT NULL, "SeriesType" INTEGER NOT NULL, "Network" TEXT, "UseSceneNumbering" INTEGER NOT NULL, "FirstAired" DATETIME, "NextAiring" DATETIME, "Year" INTEGER, "Seasons" TEXT)
15-2-3 20:39:58.2|Debug|MigrationLogger|INSERT INTO "Series_temp" SELECT "Id", "TvdbId", "TvRageId", "ImdbId", "Title", "TitleSlug", "CleanTitle", "Status", "Overview", "AirTime", "Images", "Path", "Monitored", "QualityProfileId", "SeasonFolder", "LastInfoSync", "LastDiskSync", "Runtime", "SeriesType", "Network", "UseSceneNumbering", "FirstAired", "NextAiring", "Year", "Seasons" FROM "Series"
15-2-3 20:39:58.2|Debug|MigrationLogger|DROP TABLE "Series"
15-2-3 20:39:58.2|Debug|MigrationLogger|ALTER TABLE "Series_temp" RENAME TO "Series"
15-2-3 20:39:58.2|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TvdbId" ON "Series" ("TvdbId" ASC)
15-2-3 20:39:58.2|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TitleSlug" ON "Series" ("TitleSlug" ASC)
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0157600
15-2-3 20:39:58.2|Debug|MigrationLogger|AlterColumn Series TitleSlug String
15-2-3 20:39:58.2|Debug|MigrationLogger|CREATE TABLE "Series_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "TvdbId" INTEGER NOT NULL, "TvRageId" INTEGER NOT NULL, "ImdbId" TEXT, "Title" TEXT NOT NULL, "TitleSlug" TEXT, "CleanTitle" TEXT NOT NULL, "Status" INTEGER NOT NULL, "Overview" TEXT, "AirTime" TEXT, "Images" TEXT NOT NULL, "Path" TEXT NOT NULL, "Monitored" INTEGER NOT NULL, "QualityProfileId" INTEGER NOT NULL, "SeasonFolder" INTEGER NOT NULL, "LastInfoSync" DATETIME, "LastDiskSync" DATETIME, "Runtime" INTEGER NOT NULL, "SeriesType" INTEGER NOT NULL, "Network" TEXT, "UseSceneNumbering" INTEGER NOT NULL, "FirstAired" DATETIME, "NextAiring" DATETIME, "Year" INTEGER, "Seasons" TEXT)
15-2-3 20:39:58.2|Debug|MigrationLogger|INSERT INTO "Series_temp" SELECT "Id", "TvdbId", "TvRageId", "ImdbId", "Title", "TitleSlug", "CleanTitle", "Status", "Overview", "AirTime", "Images", "Path", "Monitored", "QualityProfileId", "SeasonFolder", "LastInfoSync", "LastDiskSync", "Runtime", "SeriesType", "Network", "UseSceneNumbering", "FirstAired", "NextAiring", "Year", "Seasons" FROM "Series"
15-2-3 20:39:58.2|Debug|MigrationLogger|DROP TABLE "Series"
15-2-3 20:39:58.2|Debug|MigrationLogger|ALTER TABLE "Series_temp" RENAME TO "Series"
15-2-3 20:39:58.2|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TvdbId" ON "Series" ("TvdbId" ASC)
15-2-3 20:39:58.2|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TitleSlug" ON "Series" ("TitleSlug" ASC)
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0177890
15-2-3 20:39:58.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (34, '2015-02-04T02:39:58', 'remove_series_contraints')
15-2-3 20:39:58.2|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.2|Debug|MigrationLogger|34: remove_series_contraints migrated
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0320550
15-2-3 20:39:58.2|Info|MigrationLogger|*** 35: add_series_folder_format_to_naming_config migrating ***
15-2-3 20:39:58.2|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.2|Info|add_series_folder_format_to_naming_config|Starting migration  to 35
15-2-3 20:39:58.2|Debug|MigrationLogger|AlterTable NamingConfig
15-2-3 20:39:58.2|Debug|MigrationLogger|
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0001720
15-2-3 20:39:58.2|Debug|MigrationLogger|CreateColumn NamingConfig SeriesFolderFormat String
15-2-3 20:39:58.2|Debug|MigrationLogger|ALTER TABLE "NamingConfig" ADD COLUMN "SeriesFolderFormat" TEXT
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0005020
15-2-3 20:39:58.2|Debug|MigrationLogger|ExecuteSqlStatement UPDATE NamingConfig SET SeriesFolderFormat = '{Series Title}'
15-2-3 20:39:58.2|Debug|MigrationLogger|UPDATE NamingConfig SET SeriesFolderFormat = '{Series Title}'
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0003320
15-2-3 20:39:58.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (35, '2015-02-04T02:39:58', 'add_series_folder_format_to_naming_config')
15-2-3 20:39:58.2|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.2|Debug|MigrationLogger|35: add_series_folder_format_to_naming_config migrated
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0123270
15-2-3 20:39:58.2|Info|MigrationLogger|*** 36: update_with_quality_converters migrating ***
15-2-3 20:39:58.2|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.2|Info|update_with_quality_converters|Starting migration  to 36
15-2-3 20:39:58.2|Debug|MigrationLogger|AlterTable QualityProfiles
15-2-3 20:39:58.2|Debug|MigrationLogger|
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0001740
15-2-3 20:39:58.2|Debug|MigrationLogger|CreateColumn QualityProfiles Items String
15-2-3 20:39:58.2|Debug|MigrationLogger|ALTER TABLE "QualityProfiles" ADD COLUMN "Items" TEXT
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0004730
15-2-3 20:39:58.2|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.2|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0008900
15-2-3 20:39:58.2|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.2|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0008580
15-2-3 20:39:58.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (36, '2015-02-04T02:39:58', 'update_with_quality_converters')
15-2-3 20:39:58.2|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.2|Debug|MigrationLogger|36: update_with_quality_converters migrated
15-2-3 20:39:58.2|Debug|MigrationLogger|Took: 00:00:00.0146910
15-2-3 20:39:58.2|Info|MigrationLogger|*** 37: add_configurable_qualities migrating ***
15-2-3 20:39:58.2|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.2|Info|add_configurable_qualities|Starting migration  to 37
15-2-3 20:39:58.2|Debug|MigrationLogger|DeleteColumn QualityProfiles Allowed
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE TABLE "QualityProfiles_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Cutoff" INTEGER NOT NULL, "Items" TEXT)
15-2-3 20:39:58.3|Debug|MigrationLogger|INSERT INTO "QualityProfiles_temp" SELECT "Id", "Name", "Cutoff", "Items" FROM "QualityProfiles"
15-2-3 20:39:58.3|Debug|MigrationLogger|DROP TABLE "QualityProfiles"
15-2-3 20:39:58.3|Debug|MigrationLogger|ALTER TABLE "QualityProfiles_temp" RENAME TO "QualityProfiles"
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityProfiles_Name" ON "QualityProfiles" ("Name" ASC)
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0156520
15-2-3 20:39:58.3|Debug|MigrationLogger|AlterColumn QualityProfiles Items String
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE TABLE "QualityProfiles_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Cutoff" INTEGER NOT NULL, "Items" TEXT NOT NULL)
15-2-3 20:39:58.3|Debug|MigrationLogger|INSERT INTO "QualityProfiles_temp" SELECT "Id", "Name", "Cutoff", "Items" FROM "QualityProfiles"
15-2-3 20:39:58.3|Debug|MigrationLogger|DROP TABLE "QualityProfiles"
15-2-3 20:39:58.3|Debug|MigrationLogger|ALTER TABLE "QualityProfiles_temp" RENAME TO "QualityProfiles"
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityProfiles_Name" ON "QualityProfiles" ("Name" ASC)
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0120550
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateTable QualityDefinitions
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE TABLE "QualityDefinitions" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Quality" INTEGER NOT NULL, "Title" TEXT NOT NULL, "Weight" INTEGER NOT NULL, "MinSize" INTEGER NOT NULL, "MaxSize" INTEGER NOT NULL)
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0008390
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateIndex QualityDefinitions (Quality)
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityDefinitions_Quality" ON "QualityDefinitions" ("Quality" ASC)
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0005870
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateIndex QualityDefinitions (Title)
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityDefinitions_Title" ON "QualityDefinitions" ("Title" ASC)
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0005890
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateIndex QualityDefinitions (Weight)
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityDefinitions_Weight" ON "QualityDefinitions" ("Weight" ASC)
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0006050
15-2-3 20:39:58.3|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.3|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0007180
15-2-3 20:39:58.3|Debug|MigrationLogger|DeleteTable QualitySizes
15-2-3 20:39:58.3|Debug|MigrationLogger|DROP TABLE "QualitySizes"
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0005500
